,Sentence,Label
3209,Mi crush será quien me logre enamorar,positive
3210,Bien agradecida por el liquid sunshine #lluvia por favor,positive
3211,LUCKY ISLAND LA PARTIDA MÁS ÉPICAS DEL MUNDO Minecraft vía,positive
3212,NO HAY MANERA Quake Craft Minecraft vía,negative
3213,Gracias a Edible Arrangements de Miami Beach por el regalo y detalle para nuestra oficina de,positive
3214,Nico seguía dando vueltas por el cuarto así que le tiré un pedazo de mi comforter al piso para que se acostara como ayer y se tranquilizó,neutral
3215,Diablooo la semana que viene ya tengo finales face screaming in fear too fast,negative
3216,lmao your already know k soy experta en eso Ha,positive
3217,Yes I ’m a shoe-aholic No I do n’t need help,negative
3218,El vlog va tarde por lo mismo de siempre LO MUCHO QUE APESTA MI INTERNET,neutral
3219,Yo lo sé baby You 're welcome,positive
3220,El lonche que era pa mi se lo llevo mi dad angry face y me quede con tacos de huevo con chile sleepy face #SadTweet,negative
3221,Forgot reburt does n't have a tuiter anymore el,neutral
3222,estoy looking for someone loudly crying face tired face sigues en clases,positive
3223,Levantarse y ver que el RAP que subí ayer a la de la madrugada tiene casi en unas horas face screaming in fear face screaming in fear Gracias beaming face with smiling eyes face blowing a kiss sun sun,positive
3224,Huh jalapeño I 'm dead face with tears of joy loudly crying face skull turtle,neutral
3225,Turn a blind eye to Hacerse el loco con Violence is bad we should n't turn a blind eye to it,neutral
3226,LA PARTIDA MAS EXPLOSIVA LUCKY ISLAND COJO Y LUIS Minecraft vía,positive
3227,Somos libres para amar sin límites Nueva valeria turquesa falda irina floreada y collar gold leaves #salhuaclothing,positive
3228,Planeando mi Look para mañana #SLS gracias #Styling the best kiss mark kiss mark kiss mark kiss mark les va a encantar winking face dress high-heeled shoe clapping hands sii,positive
3229,Nuestros Karim pants y blusas valerias blancas es un outfit ligero que se acomoda facilmente a,positive
3230,clinking beer mugs por el squad que me odia y hasta el sol de hoy siguen hablando mierdas de mi Se pueden quemar en el infierno y quedarse en,negative
3231,I wonder como anda mi negro en el trabajo crying face,neutral
3232,shop online seca b,positive
3233,en su participación en #missvenezuela #chinoynacho #trends #menstyle #trendy #fashion,positive
3234,Estoy hoping que lo que viene por ahi de DC movies este cabron cause marvel esta bien trepau en la peliculas,positive
3235,Todavía no puedo creer que me quedan solo días como Senior crying face confused face,negative
3236,Nuevo Banner,positive
3237,Quiero sushi de stake amarillitos y aguacate smiling face with heart-eyes,positive
3238,Chick flick Para chicas My boyfriend wo n’t watch the movie with me because he says it ’s a chick flick,neutral
3239,minutos de Musica con la mezcla de DJ BERDUGO Despierta con mucha musica Temperatura actual,positive
3240,Tu y yo bailando bachata Idk piensalo,positive
3241,Cuando los rapers de tu pto varrio te dicen que eres un vendido y has dejado a tus amigos de lado face with tears of joy face with tears of joy face with tears of joy Cansais face with tears of joy winking face with tongue,positive
3242,IF YOU LIKE PIÑA COLADA,neutral
3243,Clase de etiqueta Imagen Modeling by La Gatita,positive
3244,Waiting for my momma to get home y nada,negative
3245,Ya quiero salir del work y no he entrado,negative
3246,Stalking Acechar After they broke up he facebook stalked her to see if she had a new man in her life,negative
3247,Permiso como que terminé el season,positive
3248,Estoy pa un bonfire con pal de panas en la playa,positive
3249,Have a thing for Sentirse atraído por alguien I have a thing for men in uniforms,neutral
3250,YOUTUBE GANGSTER RAP smiling face with sunglasses smiling face with horns KRONNO ZOMBER Videoclip Oficial vía,neutral
3251,Me acostumbte ya a tenerte aqui disappointed face disappointed face disappointed face Im depressed y estas pr Vuelve a mi,neutral
3252,You evil little person Jajajaj se donde vives so yo tu me comporto,positive
3253,A female cock block is referred to as a clam jam JAJAJAJ aah pues bien,neutral
3254,No puede ser que yo me vaya a tirar la de tres maletas again weary face weary face weary face,positive
3255,Ayer en la celebración del #puppyloveday No puedo dejar pasar esta foto el primer día que,positive
3256,MY NIGGA IS HAPPY BIRTHDAY BAE ya eres legal mañana la vamos a pasar cabron Te amo muchisimo VAMO A BEBEL,neutral
3257,me siento facebookish y yo odio fb so ya sabes,negative
3258,Diablo cabron me describiste en un solo tweet hundred points,neutral
3259,Maury bien happy with his present que le regalo su Padrino Oscar #futuremusico,positive
3260,ya tengo todo lo que le he recomendado a el organizado casi todo es gratis porque el mayor esfuerzo viene de uno mismo,positive
3261,Pero pensar que acabé lite me pone feliz,positive
3262,PAPAA Una selfie Una que Tu sonrie beaming face with smiling eyes face with tears of joy camera,positive
3263,Mi motivación pal electric holiday no es normal,positive
3264,Carajo carajo carajo no me hablas si tengo sueñoooo no puedo ni pensa 'l,positive
3265,TU TE IMAGINAS BABY TU Y YO BIEN ACTIVE PARA HOY,positive
3266,Mejor fckng show,neutral
3267,Antes de ablar tansikiera k digan la verdad disen por ay k se dejen de mamadas lol,positive
3268,Jajajajajaja el caption,positive
3269,His voice is a familiar sound,neutral
3270,Under the weather Estar enfermo I ’m going to take the day off from work because I ’m feeling a bit under the weather,negative
3271,I wanna go to Zumba tomorrow but than again I had already made plans with my friend unamused face,negative
3272,Mezclas en #ElVacilondelaGatita #RomeoSantos Tickest y Dinero Fácil El NuevoZol fm #miami,neutral
3273,Feisty Significa varias cosas una de ellas es malhumorado She 's nice but sometimes she can be feisty,neutral
3274,Baby dime a quien no le encanta eso musical notes musical notes musical notes,positive
3275,Para una noticiero estelar es necesario un outfit #espectacular Lucete como nuestra querida,positive
3276,Adoro que me hablen de lo que sea por más random con tal de seguir la conversación,neutral
3277,Pepper Ann Vaca y Pollo La banda del patio Digimon Primera Generacion Sailor Moon Marvel/DC,neutral
3278,Se jodioooo esto #OITNB,negative
3279,son a lot Pero Nomas me Gustaron face with tongue I Uno has a truck el Fue el que came scoop c haha they cool person tipping hand especially la Suegra,positive
3280,Buenos días ya empezaron los fittings de vestuario para #LatinBillboards un beso Chicos Un gusto verlos kiss mark,positive
3281,hermana Ok,positive
3282,ay Potterhead perdida smiling face with heart-eyes,positive
3283,Alguien me puede decir algún website donde pueda hacer un blog o o algo Creo que es hora de perderle el miedo a compartir mis escritos relieved face,positive
3284,i know jajajaja pero es lo mejor,positive
3285,hahahahahaha vpc face with tears of joy a mí hasta se me había olvidado que decían que no unamused face,neutral
3286,Tuesday look Colores básicos para un día como hoy #Salhuaclothing,neutral
3287,Meghan Trainor All About That Bass Mi Favorita #MeghanTrainor #bass,positive
3288,La Primavera ya llego A usar colores neones y llamativos ambos sexos Spring time Use bold and colorful pants,neutral
3289,the stand and deliver one Jaime escalante lmao #ghs,neutral
3290,Fuera bromas Esto es lo primero que cojo cuando voy a cocinar Bacon face with tears of joy face with tears of joy face with tears of joy,positive
3291,lol your taking a year off or what face with tears of joy I did the same but trust you 'll get bored at home lol te convien mas ir ala escuela lol,positive
3292,mijo empieza desde agosto For reals De cora te digo que empieces en agosto Trust this jedi,neutral
3293,GlamSquad Tropical Edition La Romana sparkles palm tree sun #MKlove #funtime,neutral
3294,Esto esta cabron nunca quiero decir bye,neutral
3295,Primera vez en la historia que tras un par de horas superamos los FAR CRY PRIMAL KRONNO CYCLO vía,positive
3296,thats confidential info lol you dont know him Te awuitas tu,neutral
3297,WOHOOO gracias smiling face with heart-eyes grinning face with big eyes grinning face with big eyes grinning face with big eyes,positive
3298,Volveria a freshman year tan cabron Omg best year,positive
3299,Una de las piezas favoritas de la nueva colección #urbanvibes el skinny waist pant #runway,positive
3300,Ya todos se pasaron rt ya me canse de reirme lol,positive
3301,oh my gahd que cuteeee,positive
3302,esta cama I 'm in love,positive
3303,Si sigo poniendo en mute a la gente me voy a quedar sin tuits para ver,positive
3304,Go both ways Tener el mismo efecto en ambos lados/Asking for sacrifices has to work both ways workers and owners both have to make cuts,positive
3305,Wow ELLOS lo Q estan haciendo es limpiando la casa para solo dejar lo NUEVO,positive
3306,laughed all day and had a blast mi amor-mi vida-I love you #FashionFriend #DreamTeam #LatinPowerDuo red heart woman dancing thumbs up me more,positive
3307,Esas sí fueron horas increíbles Gracias a y #DroidTurbo #LatinGRAMMY #Ad,neutral
3308,card index Office time Y lista para el after office también Low top tunic white blouse Pidela al,positive
3309,donald trump 's sons kill endangered animals for fun frog hot beverage can y 'all make this go viral or,negative
3310,shut up you know you were dying to know lmao idk haha west coast rap got some studio ganstas lol,positive
3311,#ootd #mensfashion #menstyle mensuitstyle #trendy #fashion #moda #style #chinoynacho,neutral
3312,Ya entiendo porque la gente mezcla todo con energy drinks,negative
3313,New York State of mind kind of Day #nyc #walk #city #working #angieestilo #ilovenyc,positive
3314,whatever no me importa el examennn me quiero irrr omg,positive
3315,Working in NYC with for #MaryKay #TrendReport Vamos,positive
3316,Yo a ti Pero te me vas hoy soooooooooooooo,neutral
3317,Se avecinan muchos LEVEL UP en los vídeos de ambos canales TOP arrow,neutral
3318,jajaj good luck dr. phil OK hand,positive
3319,Miren en verdad yo solo uso twitter para reirme de las cosas q ustedes escriben darle screenshot y enviarlo en group messages de mis amigos,positive
3320,my life cada vez que me sale el notification ese,positive
3321,Casi me fracturo un knuckle middle finger medium-light skin tone,negative
3322,Si no me vas a decir no comentes Bitch,negative
3323,Joey Montana video Nuestro Amor es Unico stylist,positive
3324,I ai n't you ai n't es reemplazo de I am not You are n't we are n't es slang hmm no es muy culto no vulgar I ai n't doing that continuará,neutral
3325,yo no lo estaba insultando i was defending it,positive
3326,Ready para la de menores de Bayamón,neutral
3327,Cada vez que regreso a PR de la uni,neutral
3328,true pero sigo pensando q para realmente ser tomados en serio se debe hacer algo diferente Pq aquí ya no se logra nada más,negative
3329,quiero estar en un yacht,positive
3330,Gracias bella friend,positive
3331,ay bendito mija pero deja que llegues al season you gonna love ettttt,positive
3332,Y ya basta de humanos jodedores que van por ahi descojonando todo como si no importara nada mano fucking abran los ojos,negative
3333,El vlog de hoy mareítos míos NO AGUANTO MÁS,positive
3334,Buenos dias Pasada por agua pero llegue Jajajaj mi look de hoy gracias,positive
3335,#elvacilondelagatita #quotes #wednesdays,positive
3336,Miércoles de #motivation Vamos con ánimo familia Sube el volumen a tu radio #mezclasenvivo,positive
3337,Necesito un en el examen final de orgánica para quedarme en la B Jesus Christ help me,positive
3338,Have a thing for Sentirse atraído por alguien I have a thing for men in uniforms,neutral
3339,El vlog de hoy MELOSAURUS Y EL REPARTIDOR,positive
3340,mandándole muchos tweets a Guille por DM mientras hablamos por cel,positive
3341,#elvacilondelagatita #quotes,neutral
3342,llegamos a senior year,neutral
3343,revisas en tu spam por favor si definitivamente no te llegó voy a cambiar el sistema de distribución,neutral
3344,pussy tu que lloras todos los días por dolor de piernas,negative
3345,Tequila is my best friend,positive
3346,Baby tú eres mi diabla y yo soy tu hijeputaaaa,positive
3347,A pesar de haberte destrozado la espinilla hoy ha sido un día increíblemente precioso Todo eso mañana en el vlog grinning face with big eyes,neutral
3348,Hola Estamos a sus órdenes y a las de cualquier persona que tenga preguntas de Verizon Wireless Gracias AS,positive
3349,cifi me tiene en un badtrip eterno,negative
3350,es pequeño es pequeño relax face blowing a kiss,negative
3351,buajajaja I 'm sorry I do n't speak borrega either,negative
3352,Muchas gracias babyyy cherry blossom,positive
3353,Empty handed Manos vacías After a night of gambling they walked out of the casino empty handed,neutral
3354,Wake and bake before they set up perro,positive
3355,ahhhh I blaaassshhhhh heart suit Te Amo Pinsheshhhh heart suit heart suit heart suit,positive
3356,Fue mi culpa al final el kererte de mas y tansolo resivir la mitad tantas palabras y ninguna emosion,negative
3357,Rancheando #valley #holiday #family #sunday,positive
3358,Leyendo y contestando algunos de vuestros comentarios en el nuevo video de LEFT DEAD La verdad es que me haceis pasar un buen rato eje,neutral
3359,Quiero ver un bloody anime pero ya tengo muchas series face with rolling eyes,negative
3360,No stress MOOD #chillingday Salhua beach NEW COLLECTION #relax #playa #beach #moda #instagood #instapic,positive
3361,JAJAJAJAJAJJAAJ Rlly,neutral
3362,Se me había olvidado que a Maya todo le da vergüenza que annoying,neutral
3363,Se parte de la historia en el Slam Party Latino #GSPArtyLatino,positive
3364,Puej necesito mi laptop y el bf la está usando Pero la necesitooooo weary face,neutral
3365,some people get confused y no lo entienden jajajaja,neutral
3366,That song de camilo blanes is so cute,positive
3367,No bae November,positive
3368,Escalofríos Increíble este dia Sin palabras Gracias de corazón Zombers smiling face with heart-eyes red heart red heart smiling face with heart-eyes,positive
3369,Si tienen la oportunidad de salvar un avión con fans de Anuel Anonimus y Bryant Myers En dónde ustedes quieren que se e,neutral
3370,Ohio state gana este,positive
3371,-keep being yourself -sigue bailando en todos los sitios jaja -you radiate happiness,positive
3372,Mañana es Viernes y ya estamos ready #elvacilondelagatita,positive
3373,Espectacular el weekend #myBday,positive
3374,Hoy estuve súper cariñosa eso nunca se ve wtf,neutral
3375,Detalles que nos derriten #salhuastore we are OPEN #DOMINGO te espero,positive
3376,Ya hemos superado el medio millón en el tema de Ya ves gracias Zombers Buenas noches winking face with tongue,positive
3377,Dios Quiero esta tazaaa Zomber Es increible,positive
3378,The glam team por que nosotros somos discoverymujer winking face lipstick red heart Te,positive
3379,lol nomas pokito ha,neutral
3380,Hay mujeres tan bellas like que carajo,positive
3381,Una fucking semana para que esta mierda se acabe party popper party popper party popper que bueno,positive
3382,Best Night Ever esta thumbs up thumbs up thumbs up me rei tanto wow jajajajaja,positive
3383,Diablo que sueño me cago en to sleepy face,positive
3384,Vieques el próximo weekend suena cabron,negative
3385,Your lucky I cant sleep cause i took a nap hace rato si no I 'd be knocked out,neutral
3386,tienes un snapchat,positive
3387,me encanta hablar con personas open minded que podamos hablar de sexo los astros la vida la muerte y que no sea we,neutral
3388,Idc if u do n't like tekila I do so u and ur opinion can gtfo,negative
3389,Foto con la super #fashionstylist Sofia companera q no es facil veatirmos stylist a stylist loved her,neutral
3390,Gracias por su interés La velocidad de nuestra red LTE es Mbps la más veloz de todo el país MH,positive
3391,#tague #share #repost de acuerdo #Karma,neutral
3392,en verdad que si jajajajaja hoy es uno de sus good days,positive
3393,Yo necesito happy pills para estos momentos de mi vida face with tears of joy,positive
3394,Si tu no estas D ozi ft J Alvarez,neutral
3395,Graciasss love u two hearts,positive
3396,relax a mi no me funciona ni pa un divino,neutral
3397,Te hubieras quedado I 'm getting hotter,neutral
3398,Tantos naps que no tengo sueño,negative
3399,Essssooo babyyy Love U,positive
3400,Estoy tan ready pa empezar en un nuevo ambiente y ver caras nuevas,positive
3401,Por cierto Zombers Hemos llegado a votos Increible el poder Zomber flexed biceps light skin tone JAJA,positive
3402,Lo mejor fue llegar a las conseguir parking relax ver todo beber relax a comer y pa casita a poner nuestras artesanías,negative
3403,Thanks acemita buen provecho #healthy,neutral
3404,Strike X,neutral
3405,enamorarse es un feeling súper cabron superar ese feeling es lo malo,positive
3406,do n't trip I roll dank ass burritos,negative
3407,Feliz De Tener El Apoyo De Esta Family,positive
3408,TENSIÓN HATA EL FINAL Juegos del Hambre EP Minecraft vía,positive
3409,Día Parques MEGA DEAD Bien Duro,neutral
3410,Done with my final,positive
3411,Shots de chichaito de Parcha Barcardi Apple y mojito,neutral
3412,Tus collares preferidos ya listos en nuestro local Hoy atendemos Continúan nuestras ofertas #salhuaclothing,positive
3413,que cute tu two hearts en verdad te odio que te mudaste pensive face,negative
3414,Me comería un bowl entero de spicy crab ahora mismo,neutral
3415,Pronto #ImagenModelingByLaGatita,neutral
3416,he was angry with me es correcto y escucho mucho más he got mad at you,neutral
3417,estudia un sonido por dia repite las palabras y cuando tengas las vocales sigue con dipt luego puedes hablar con un teacher,neutral
3418,que show claro que no oncoming fist jajajajaj ningun ningun,positive
3419,La mejor broma para April Fools,positive
3420,On set style by me un juez de #factorx con sus invitadas #hash y el conductor,positive
3421,Llevo el día entero sola y no había sentido tanta tranquilidad in weeks,positive
3422,Hello gatica me pueden poner vivir la vida con toño rosario gracias Happy Monday,positive
3423,SHRIMP IS MY ENTIRE LIFE YO,positive
3424,SE PODRÁ REMONTAR CON LUIS Y COJO BLACK OPS vía,neutral
3425,Envdd que si salgo fea en mi senior pic me mato,neutral
3426,Umkelaaaa tanto pedo pa cagar aguado y no hay story angry face,negative
3427,#MorningWin #GanaleAlaManana,neutral
3428,so personas cogieron el bulto y se fueron a mitad de clase por joder,negative
3429,When it 's that real is when it does n't fade,positive
3430,It 's straight though hora se queda sin comer angry face,negative
3431,Siempre supe que estaba destinado para hacer algo grande lo que no sabía es que sería cambiar el mundo con mi música #RapPlayers,neutral
3432,Esos momentos únicos que me disfruto #family,positive
3433,siento que es embuste y to,negative
3434,Feliz Tarde #MorningShow #Radio #miami,positive
3435,Si un nene se tira a mil he 's the man but si una nena lo hace ya es puta Um go fuck yourself,positive
3436,Quiero hacer algo relax,positive
3437,Aqui Mis Bellos amores style bye por mi #angieestilo chino en #marcjacob blazer y camisa pantalon,positive
3438,Si la vida es corta tacones siempre altos heart suit shoes veronicaquirozm,positive
3439,Ah ok yo wtf is wrong with this one not,negative
3440,Tempranito en la sesión de fotos de mis alumnas en Imagen Modeling by La Gatita Nuevos cursos y,positive
3441,quiero darle rt a esto downcast face with sweat,neutral
3442,la fiesta empieza a las tu tía llega a las #ThanksgivingWithHispanics,positive
3443,Yuck Que asco Yuck that smell is awful,negative
3444,yo también babyyy face blowing a kiss purple heart,positive
3445,Otro logro baby A su tiempo todo llega Hay q celebrar,positive
3446,Goooool,positive
3447,#TechTrivia del más viejo al más nuevo en qué orden se estrenaron estos aparatos Droid Ultra Samsung LG,neutral
3448,para Eso Existen las tiendas b haha,neutral
3449,oh wait eran gays pichaera,positive
3450,jajaja mira mi ultimo tweet ahh jaja loco no es pa ti yo lo mire por encima lei lo de buena y me recorde del mio,positive
3451,Algo que no pienso cambiar en mi vida es a mi bella beautician purple heart,positive
3452,I was abt to say si no le ganamos al monterrey somos un verdadero fracaso,negative
3453,Damn HEB esta hasta culo,negative
3454,suerte ahí Yo voy pal Work,positive
3455,PRONTO Las horas más pila de la música latina Faltan días #DroidTurbo #LatinGRAMMY,positive
3456,pero anyhow En la vida universitaria uno es de todo un poco,positive
3457,Corner view Nos encanta ayudarte a escoger el mejor outfit para tí #salhuaclothing,neutral
3458,los mejores lugares para tener un date,positive
3459,Este invierno usa vestidos en textura de sueter con botas ropa en estampados de animal y de cuadros #IN #Angieestilo,positive
3460,a sign of respect por toda la gente que no cree en Valentine 's Day,positive
3461,Este hombre por el que tanto preguntáis es mi padre el rapero chungo face with tears of joy face with tears of joy y protagonista del Rap de The division smiling face with smiling eyes smiling face with smiling eyes,positive
3462,Yo quiero y necesito algo con oreo in it,positive
3463,No chill face with tears of joy,positive
3464,Me no Mames face with tears of joy face with tears of joy face with tears of joy,neutral
3465,Good Morning #elvacilondelagatita,positive
3466,Aviso de que aquí no tenemos wifi aún y lo más probable es que hoy no pueda subir vlog pensive face,neutral
3467,#TweetYourUnpopularOpinion odio el bacon,negative
3468,Alguien se comio mi torta Lol,neutral
3469,At Brava,neutral
3470,Quien no se levanta en buen humor con Los palos musical score headphone de y el morning show radio de Happ,positive
3471,Enamorada del sombrerito de Peter pam Si Lucrecia me lo ve puesto Me esgreña Lol face with tears of joy face with tears of joy face with tears of joy,positive
3472,Gracias El punto mas preocupante para mi es el gracias US government,negative
3473,Claudia deserves an award por most creative dancer jajaja Ella siempre se activa para bailar,positive
3474,Merry Christmas Uncle Tonga enjoy your new truck Cool Christmas story to share with y 'all,positive
3475,Igualmente Martin #HappyFriday,positive
3476,En verdad que yo no podria tener un long distance relationship,negative
3477,Cuerpo quiere netflix mi corazon quiere comida y mis chichitos quieren gym #thestrugle,negative
3478,#LAIBasket #FinalFour VAQUERAS Pitirres Vaqueras FINAL #UNE Rivera #UPRB Pagán #RoadG üez ht,positive
3479,ay ke oso weee oseaaa no seas odiosaaaa relaxxx weeee hechate un esniker k no eres tu cuando tienes hambre jajajaja,negative
3480,Ay ya bájenle con los tweets de mi jevo/a A espérate qué jevo/a Se ven tan patéticamente desesperados,neutral
3481,baby sobrevivimos las Super brutal Nos vemos en el,positive
3482,BATMAN ARKHAM NIGHT EPIC RAP KRONNO ZOMBER Videoclip Oficial vía,positive
3483,cuando un gringo te dice U R The only ones that can pull this off everything looks great como q da cosita Happy,positive
3484,quiero un weekend que no este pensando en las mierdas que tengo que hacer de la escuela,negative
3485,yes tu crees,neutral
3486,Ahora menos me voy a dormir me puse hasta hyper,neutral
3487,No tengo idea que me voy a llevar para New York loudly crying face adobo y comida de alla para miiiii,positive
3488,aww thats cute ya ves t dije k no tubieras hijos lol Is she getting her GED,positive
3489,Que rico me duele mi cuerpo #goodexercise,positive
3490,He añadido un vídeo a una lista de reproducción de Zarcort Kronno VS Cojo Luis VS,positive
3491,Si Kiero Homie b,positive
3492,button-up blouse Blusa de botones Wear something nice like a tapered skirt and a button-up blouse,neutral
3493,Chill its college la frase de la semana,neutral
3494,So tengo que hacer un árbol genealógico y tengo a toda mi familia buscando fotos y fechas,positive
3495,#boostmobile #ElVacilondelaGatita #Clevlander #heineken,positive
3496,quiero un masaje full body,positive
3497,Un look fresco para estos días de invierno sheaf of rice sheaf of rice sheaf of rice #Salhuaclothing,positive
3498,i hate it Prefiero pasar hambre que ir a comer sola a la cafetería Y eso me enoja mucho de mí misma,neutral
3499,#selfie del Jueves Pre Social ya al aire desde las am para llenarte de energía familia,neutral
3500,El vlog de hoy PROBANDO EL APPLE WATCH,neutral
3501,Con el ADD en high,positive
3502,Facebook says stock worth a share Zuckerberg holds million shares worth billion no sabe el nene,positive
3503,BIEN CABRON ME LEVANTE A LAS AM Y LO VI Y YO WTFFFFFFF ESTA CABRONA JAJAJAJAJA,positive
3504,Hoy y siempre gracias a mis #Styling más éxitos juntas el las amo kiss mark clapping hands party popper,positive
3505,Me servi un vasito de cafe repleto de Nutella Na gorda forever,positive
3506,just chill no drama no nothing,neutral
3507,Can I have the check La cuenta por favor Waiter Are you still doing ok Customer Yes can I have the check please,positive
3508,forreal I 'm different yo hasta agarro la peda again pensive face,negative
3509,El Amor lo tenemos de diferentes Maneras #myfamily Mis San Valentine 's,positive
3510,loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face que sacrificios #healthy,positive
3511,AFTER PROM DE LA GEEZY collision collision collision Brava TAQUILLAS CONMIGO A o DM,neutral
3512,Escucho tumba la casa y ya estoy active,negative
3513,Soy tan burra que haciéndo ejercicio me metí con un puto dumbbell en el hombro Todavía me duele,positive
3514,Ahh really pos que Tiene we should go but not today smirking face,positive
3515,Me ha gustado un vídeo de de LUCKY ISLAND MINERAP KRONNO ZOMBER Videoclip Oficial,positive
3516,#elvacilondelagatita #Quote,neutral
3517,Ya listos para abrir regalos #tree #gifts #kids #nighttime #feliznavidad,neutral
3518,Ni que tirarme un all nighter pa acompañar a mi jevo a estudiar Hay que amarlo purple heart,positive
3519,Hola Jorge El Droid Turbo es exclusivo solo con Verizon Wireless y solo ofrecemos servicio en Estados Unidos MH,positive
3520,Que carajos porque la gente camina a todos sitios Im not about to walk my ass blocks,negative
3521,Buenos días Happy monday Rockiando #countrymusic,positive
3522,Todos close and shit,negative
3523,La frase what 's good me da tanta risaaaaaaaa face with tears of joy face with tears of joy face with tears of joy,neutral
3524,Aver que nos trai dios alrato weary face,neutral
3525,jajaja lies you always lie,neutral
3526,dish enserio carajo,negative
3527,#ElvacilondellaGatita #monday #quote,positive
3528,Feliz cumpleaños We 're getting old Mmm not my friend but someone else yes,positive
3529,Mañana empezaré a subir gameplays de COD black ops,neutral
3530,rt if your boobs glow in the dark ok jajajajaj,positive
3531,police car light police car light Encontré esta perrita en la calle pero no me puedo quedar con ella Es bien cariñosa DM si les interesa police car light police car light,positive
3532,Bright sun Este año arriesgate a usar nuevos colores #salhuaclothing,positive
3533,Sueño where are ü now that i need you,negative
3534,Creo que voy a dejar de jugar LUCKY ISLANDS me ha dejado de gustar desde que han puesto que un hacha de piedra quita de daño,negative
3535,Uff Summer get here already loudly crying face smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes red heart,positive
3536,Todavía en Promoción el Sweet Black Pepper Bacon Sandwich you las docenas de Donas por en,neutral
3537,Yo soy bien friendly,positive
3538,Pero if she 's already taken i wish her the best,positive
3539,This team got a dude names queso,neutral
3540,Me ha gustado un vídeo de de OVERWATCH KRONNO ZOMBER ZARCORT Videoclip Oficial,positive
3541,lmao nadie #Foreveralone,neutral
3542,Este dorm tiene dos puertas so nunca me soy cuenta cuando las roommates entran jajajajaj,positive
3543,ya podéis descargar BATMAN ARKHAM con buena calidad zombers Videoclip Oficial vía,positive
3544,Or mejor I go to my brothers house,neutral
3545,El struggle de mi vida es que quiero un cuerpo cabrón pero me encanta comer,positive
3546,Humpday en #elvacilondelaGatita,positive
3547,jajaja no no fue con mi cel quiero esa foto eso es tradition tenemos que hacer otra cosa super algaro para que esa memorable,positive
3548,Besos Angie Que sea un súper fashion,positive
3549,Decir que el Minecraft es de ratas ya es del siglo pasado,neutral
3550,Zombers Me voy a dormir porque mañana continua el rodaje Energias Buenas noches see-no-evil monkey glowing star smiling face with smiling eyes,positive
3551,Giorgio mada fucking Wild SHIRUKEN JAJAJ SHIRUKEN Si te escuchara Naruto,positive
3552,Tengo un love/hate relationship con mi pelo,neutral
3553,Yea i kinda bitched them out But ya que se lo buscaron,negative
3554,#ElvacilondellaGatita #quote,positive
3555,Aquí otra exclusiva #EntreLaMusica #LatinGRAMMY,positive
3556,Y quién marco el show en el musical de #alexisyfido bella un gusto trabajar contigo,positive
3557,Chances are Es probable Chances are he ’ll be late again tomorrow,neutral
3558,ba you sounded lk my sister its alright no te enseles aprende k ay k compartir lmao,neutral
3559,En mis auriculares la música de en mi corazón red heart #mylove,positive
3560,Los Mejores Oyentes #Elvacilondelagatita Thanks mi corazon #Mezcla Love jammin to,positive
3561,bitch please tu llevas como meses en clases nada mas,positive
3562,pero esos paros eran coooooolll disappointed face,positive
3563,Se me Durmio el pie face with tears of joy loudly crying face loudly crying face loudly crying face,positive
3564,Si quieres afeitarte las piernas hazlo Si no quieres también hazlo Haz lo que te fokin haga feliz y deja que la gente hag,positive
3565,Quiero valet parking en la uni humilde,neutral
3566,Con un matress normal nunca pasaba na Mami lo cambia a uno el triple de alto y ya he estado a punto de caerme de la cama veces unamused face,negative
3567,by by via photorepost_app amazing in Green,positive
3568,Domingo con D de DO N'T DISTURB I 'M WATCHING GOT,neutral
3569,LA EPIC KILL MI GORRA DEL A SUERTE MULTIJUGADOR COD BLACK OPS 3 vía,negative
3570,mami los odia pero a mí me encantan y me río sola hahaha soy una rara,neutral
3571,de las vacaciones está por comenzar #carnivalcruise #liberty #FunStarsNow,positive
3572,Gardens con Mi Esposo,neutral
3573,el te ves hermosa hoy nunca puede faltar y es una de las cosas que más enamoran alwayssss,negative
3574,jueguen trivia crack conmigo para no tener que estudiar,neutral
3575,#temasDePareja #elvacilondelagatita y am Jajajajajajqjqj #Share #taguea #repost,positive
3576,#laboda smiling face with heart-eyes con felicidades con tus #éxitos #moda #belleza #mklove #puroparty kiss mark purple heart hubby,positive
3577,Sed creativos ma niggas smirking face,positive
3578,Joker y Harley Quinn protagonizados por Kronnno y El rap de BATMAN ARKHAM NIGHT va a ser épico smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes,neutral
3579,Mi dad Se Fue De Durangense Ah Unos Huapangos Ehh 'Ehh woman dancing two hearts Eso Mero c,neutral
3580,Mensaje en Snapchat Básicamente explico por qué hoy no habrá vlog pero sí Snupchut FINDE DE SNUPCHUT LOCURA,positive
3581,Por que las niñas deben verse como niñas Imagen Modeling by la Gatita registra a tus niñas,positive
3582,Me encanto la camisa Moderno con su look hoy para #reencuentro concert,positive
3583,No tenemos miedo a los cambios #salhuaclothing Maxifalda tono Olive croptop Dhana negra cinturón bow negro,neutral
3584,Si me mientes una vez se jodio la confianza no tienes ni un minuto de break,negative
3585,Acabo de ver un husky y empecé a sonreir sola como senda idiota smiling face,positive
