,Sentence,Label
851, Angane july month ile ende aadyathe leave njan angu edukuva July 5 nu,Positive
852, Hindu kalku Evan mahiravathy eslaminu ebilees ennu vilikum cristhyanikalkidayl evnoru pereyullu Lucifer,Neutral
853, It’s amazing vere onnum parayan illa,Positive
854, mmmm  athum  theerumanam aaayi...,Neutral
855,T series nte subscribers  6 m 7 million akkan ikka fansne kond kazhinju,Neutral
856, Eante ponnooo romanjam vannu poeonnum parayanilla,Positive
857, Maoist alla Maoistnte apanae varee  nammal  putikum all the best mammoka  & unda movie team,Positive
858, Rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi...#romanjification,Positive
859,Ichayan fans pinne mmade ettan fansm ivde oru like idadey Ith nanjankottayile raajavu,Neutral
860, Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe,Negative
861, Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum  Ivanu ore oru pereyyllu.....raja,Positive
862, Ente kuttikkalathu ente nattil undayirunnu ..odiyannnn,Neutral
863, Trailer Adipoli .. Ore oru mistake..!! Ethilum kudithal SUBSCRIBERS ulla Chennel il Release cheyyanamayirunnu,Neutral
864, Ufff poli  chekkan kidukki  Hbd ikka,Positive
865, trailer pwolichu.mammukka kalaki but bgm kurachukudi adipwoli akarnnu,Positive
866,BGM is like...  CIA bgm,Neutral
867, Sohan sinu lal undallooo  Appo eee padavum......,Neutral
868,Pirates of carriebian scenes illennu oru doubt 🤔🤔,Neutral
869,Anusitharayude abinayam rassamilla kaanan yella fillmilum kanakkaan (my personal opinion),Negative
870, Mammokkade pillerk vendiyulla like button,Neutral
871, puli murugante  set. eppozhum  lalettan  chunke  deeee,Neutral
872, Eth suraj ettan vaikunundengil.....etta nighalanu epo ente superstar....parayunathinekalun nammal chaidhukanikunathila vijayam ennu ketitund...proud of u....oru aniyathikutti...,Positive
873, EE  oonam ETT!M@@N! KONDUPOOKUM THERRCHA.....,Positive
874,1 week kayinjal edenkilum channelil kanam,Neutral
875, മധുരരാജാ ടീസർ : 3hours/27minutes=111k view lucifer:28minutes=152k view,Neutral
876, Ettan mass anneee.....Nala orginal paka mass,Positive
877,Sunny chechiii Fans Hit like,Neutral
878, Ippoyum vnit aarakilum trailer nokr undoo mammuka ishtam love you,Neutral
879, Promising trailer... Lalettaaaa rajiettaaaaa പൊളിച്ചടുക്കി,Positive
880,Raaja lucifer oru day irangiyirunnel lucifer moonjiyene......,Negative
881, Eid usharakkanam ..Ithiri late ayalum nammal polikkum. Mammukka sa,Positive
882, Level item.. Padavum ithupole aya mathiyaynu,Positive
883, Lucifer movie kanditt  ethil comment edaan vannavar like adi.....  Mass lucifer lalettan mass,Positive
884, Eee trailer kanditt dislike adichavan mareyokke sammathikkanam..,Negative
885, Ithu oru tamil/Telugu style padamaayi poyaallo dialogue and bgm oru gummillaa,Negative
886, Lucifer pola nalla oru padam avatte,Positive
887, Dislike cheytha ellaa poorimakkalkum naduviral namaskaram,Negative
888,Best wishes from a ചെകുത്താന്റെ fan..,Positive
889,Mammoka mass's super Entae videoum kudae kaanu,Neutral
890, Ikka fans like button neela aakkeett poya mathi,Neutral
891,Eee padam pottum enn abiprayam ullavar evde Like cheyuka,Neutral
892,Views nokkan Vanna ikka fans like,Neutral
893, E Assasincreed  te trailer 2019 lu knnunavr etra perund,Neutral
894,Dislike adicha makkale.... nighakkula vadem chaye pinne tharaatta,Neutral
895, athoru valiya kadhayaa monee . paranju thudagiyaa......................super dialogue,Positive
896, Nty amoooo kunjalimarakaar 9 alla  oru pulikutti ayirunu Lal sir nigal samsarikubool Chiri varunu,Negative
897, I:46am  ithu 12 pravasyam annu kannune..stephen nedumbuli,Positive
898, Ithu kandappol uru pazaya commissionere oorma vannavarundo,Neutral
899, Ufff  kidukkachi nalla rich feel,Positive
900,Vineeth sreenivasan Chetante cinema aano...nkil padam kiduvarikkum,Positive
901, Failure anu nalla mammokka movie kandu varashangal ayi....,Negative
902, Ayyo innale undayirunna like kuranjallo .auto fake like youtub remove cheythennu thonunnu,Neutral
903, Ethra kandalum oru madukunilla ee trailer,Positive
904,Idu ettu nilayil pottum....mommoty vannu thalli marikkum endammo chali,Negative
905, Ethra viewers aayi ennu nokkaaan vannar adi like.,Neutral
906, Movie kandu super movie anu nalla oru story undu,Positive
907, To be very frank,Negative
908, Thudakkam kandittu Jo Jeeta Wohi zikandar  Orma vannavarundo? Amir nte Modal School,Neutral
909,22K   Dislike enthuttta pattiye ¥ SuPpER teaser,Negative
910,LUCIFER film kandittu trailer kanunevar ethra paerru,Neutral
911, ethra trolliyaaaalum eee trailer oru sambavaaayindee,Positive
912, Trailer Veendum veendum veendum Kanunnaver undo,Positive
913, Bgm .. repeat mode .. njan maathram aano?,Positive
914,Ikka vere level,Positive
915, Deleep atta padam orappu maga hit,Positive
916,Idi vett sugunan miss ayi poyi llee,Neutral
917,Ethinakath ondo nammade dady girija appo kanjavu kesu kaanum,Neutral
918,Onnum than e parayanilla bgm kalakki,Positive
919, views 462k hang aayo ennoru doubt,Neutral
920, Paranjere malayalathil oru stunt master vannitundenn,Neutral
921, 10 il kooduthal kandavar like adikk,Neutral
922, Njan oru mohanlaal fana   Pakshe ith vallathore vishayam filim aaairikkkum,Neutral
923, Pwoli trailer sunny chechiii istam ikka jeevanaanu,Positive
924, Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu. Athethayalum ok ayi.  Lalettanrajuvettan,Positive
925, Fight illatha lalettande aadya padam .,Neutral
926, poraa pratheeksha illa.. Tovi voice rendering sradhichitilla..... camera,Negative
927,ADIPOLLI  STOREY AJU*. *IKKA  MASS,Positive
928, Ejjati item ##Derick ikka katta waitingz ##Bgm 100%##,Positive
929, Tamilil vijayde moviekku audio launching prgm veykunnapole ee padathinum bst stage show audio launch venam..venamennollavar ivde like adichee,Neutral
930, Ikkakk Happy birthday parayan vannavarr adikk makkale like,Neutral
931, Ente ponne iger pilichadukku lle,Neutral
932,3 MINUTES MARANAMASS TRAILER  KATTA WAITING......  MANJU MASS LALETTAN MARANA KOLAMASS,Positive
933,1:01 Prithiraj  ano naduvil nilkunna aaal 🤔,Neutral
934, Sreekumar avila prithiraj ennulla viswasam und .... So all best u guys,Positive
935, Mamooka fans like adikan ula place,Neutral
936,Arjun reddy yude bgm inte thudakkam pole und,Neutral
937, Trailer pwolliiii Eni padam koodi set ayaaa,Positive
938, Ithu kidukkum,Positive
939, PazhKkam koodubol veeryam koodunna veenanu ikka,Positive
940, E trailer 5 il kooduthal kandavar like,Neutral
941,Film kanunnathinu munpu trailer kaanaan vannavar undo,Neutral
942, ettavum polichath bgm aanu .no raksha,Positive
943,Lallettante masss kannannelll decemberil odiyan irangumbol teaterukalileekku vaaa odiyanthe odi vidhyakal,Positive
944, Cinema vizag kandu... Polichu ... Super duper hit,Positive
945, Padam kanditte ite kanan vannavar like poduu.,Neutral
946, Adipoly . Rocking enik eshtamaayi . Adipoly . Rock on,Positive
947, Mammoka karanjal sahikkathavar indo..valsalyam,Positive
948, Superb Laletta .....Love you lotsssss......Othiri ishtam Lalettane,Positive
949, innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa,Positive
950, Ee mohanlal padam 150 crore clubil varatee,Positive
951,Oru doubt ithil ethu kalakhattamanu kanikhunnathu,Neutral
952, Comments full like thendikal aanello. 🤮,Neutral
953,Pwoli mass marana mass iam waiting,Positive
954, Pirates of the careebian kandavarkku othu koodaanolla nool,Neutral
955,poliyalle  adi like ikka fans onn kand nokk,Positive
956, Patti vananagal okke dislike adichu thudangi ...,Negative
957, Malayalam padam odikkenda takkesil achayn keri telugu padam odichuuuu,Neutral
958, adiyeda adi       namma rasa vandhitten   raja pokkiri raja,Positive
959, Ayye luciferinte aduth polum etheella.Luciferine pottikanonnum ponnilla.Lucifer trailer kandappam mone oruuuu romnjam aayirunnu.Ithenthooonu ayyyye....,Negative
960, Vivek Oberoikku best villainte award koduthillengilanu!,Neutral
961, anusithaaraye kaanan veendi trailer kandavar ivide like cheythooli,Positive
962, Ettan industry hit adichal ikkante hit urappa... Angane aavattee....,Positive
963, Madhraraja  ith ikkem ikkade pillerum pwolichadakkum,Positive
964,Mammuka evide evideen kannum nattu nokkiyirunnath njn matjramanoo?,Neutral
965, Ee videokk sheesham tovino fan aya arokke und🤚🤚,Neutral
966,1:52 mass level  Fdfs urappichavar like adikku,Positive
967, 20 minutes  151 k veiws  Otta peru,Neutral
968, മാക്സിമം ഷെയർ cheyyu.... Trailer erangunnathinu munp maximum likes...,Neutral
969, Against കമ്മീസ്,Neutral
970, ipozhe 48 unlike samshayam illa bengalikal thanne,Neutral
971, Ikka haters onn ood kandam vazhy....,Negative
972, Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!,Negative
973,Ithu kanditu jayasuryayude idi ormavanthu enk mathramano?,Neutral
974,Dislike adichaa ellaa makkalkum oru nadu viral salute ...... It's Lucifer daaa,Negative
975, Big b model...  Ikka fans hit like,Positive
976, Pakahe prithivraj evide poyi? Pokirirajail undayirunuallo...???,Neutral
977,Ente channelil ninnum nyan oru short flim undaakkaan plan cheyunnund അത് ningalk kaananamenkil ente channel subscribe cheyoo,Neutral
978,Oru best actor manakkunnu....happy birthday chunk ikkaaaa,Positive
979, 1.49 bgm started... Bgm nu vendi wait chythu irikkunavar like adikk,Neutral
980, 1k dislikes Ella dislike pannikalkum endhe naduviral namskaram,Negative
981,trailer kandappozhe cheriya oru verup thonniyavar like adikku,Neutral
982, lucifer kanditt trailer onnoodi kaanan vannavar like adi  hvy hvy padam,Positive
983, Ith kgf poolee kadhaparachilanooo by indhrajith,Neutral
984, Acting ഒരു രക്ഷയും illa.... baki illathoke pinne,Positive
985, MAMMOOKKAAA....  NIGHAL MUTHAANU....Nighal kola maassalla...  kolaveri maasaanu.....,Positive
986, Kore naalk shesham ikkante padam kananam enn thonnath ee trailer kandapola...ith polikum...,Positive
987, Ente ponnnnoooooo.... Vere level,Positive
988,Rajuettan oru rekshayumillatto...... Direction pakka...& Lalettan as usual marana mass performance,Positive
989, Villain Tovino & vivek oberoi ...( just a guess ),Neutral
990, Oru reksham ella masss atra parayan epol patuuuuuuu laletan polychu,Positive
991, Tickets edukkan chaver akendi varoonna thonnunne,Neutral
992,Malayalam kandathil vechu ettavum adar trailer,Positive
993, trailer kandappol kanan kuduthal excitment undayi enullavr like adi,Neutral
994,Mass trailer,Positive
995,Oru Rakshayumilla Laletta.. Aarokke und katta supportinu?,Neutral
996, Tovino chetta pwoli love from Kanniyakumari,Positive
997, Guest role anenkillum mammooka poliyannu,Positive
998,Kure nerayi repeat adichu kanunu.angane arelumundo,Positive
999, Ee onam njan ingu edukkuva.... #Lalettan,Positive
1000, Eee vishu ettan aganu konduvaa ennu parayan paranju!!!!!!,Positive
1001, NOV 21 MAranamass Pwolii  FDFS Locked,Positive
1002, 1 divasam 3l kudutal tavane kanunavar arokke und,Positive
1003, 16 k view 48 k like  appo youTube veendum hang aaayalle...,Neutral
1004, Prithiraje than ee pani nirthiko enthon kopile padamado,Negative
1005, Promo kand ivide vannavar okke like adikk,Neutral
1006, Enna friendship daykku oru cake vaangichu kodukku...,Neutral
1007, Padam 1 st day kaanum athu urappu.,Positive
1008, Romanjifikation katta waiting lalletan fan dubaiiiiiii,Positive
1009, Cheriya pulli alla avan.. Padicha kallan aa.. Ufff A10..,Neutral
1010,Trailer bgm oru rakshayilla. Movie bgm kattakkayirikkum,Positive
1011, ITHU ORU ONN ONNARA ITEM AANEEE,Positive
1012, Thala Ajith Kumar viswasam  Intro,Neutral
1013,Njan ikka fan aa,Positive
1014, Ith pole films aanu tamil telungu mass movies aakunnath,Positive
1015, Traliler ishtapetta ettan fans undel ivide like..,Neutral
1016, Trailer  oru rakshem illa polich aduki,Positive
1017, Daivam oroon kond varum... Ennit pottipoliyum... Verute collection kittan vendiii advertisement🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Negative
1018,Njan Oru lalettan fan aaanu...... Ithu Oru rakshayum illa mammoka heavy masss,Positive
1019,Vere level trailer hype koodi varunnu lalettan and rajuvettan vere level aakki thonnunu,Positive
1020, Ekkkaaaaa .... Kaathirunath veruthe aayillaaa ... Heavy item .. Ekka fans hit the button ..,Positive
1021, Oru newcomern kittavaunna etavaum nalla role....  all d bst team,Positive
1022, Ikka November 21 Ann oru puram thanne..pazhasiraja fdfs ormaverunnu..,Positive
1023, Njan mathramanoo. Ith veedum veedum kanunnath,Neutral
1024, Padam iragan eni thivasagal mathram katta waiting,Positive
1025, Ith kidukkan aakum...  Eagerly waiting... lub you ikkaa from eattan fan...,Positive
1026,Dislikes inde 100 alla 200 madangu likes adikkum ..athan lalettande power,Positive
1027, Mass itom. Mass dialogue. Lalettan polikum,Positive
1028, Lalettan Masss Lalettan ki jaiii,Positive
1029,Ee idaik irangiyathil  best trailer in Malayalam movie,Positive
1030, masss effect,Positive
1031,Njum idakk idakk like cmt nokkunnu,Neutral
1032,enik mathramaano madhuraja teaserine kattilum e trailer ishtapettathu. .,Neutral
1033, Madhura Raja yil Madhuramaya Rani sunny chechi ne kaanaan katta waiting cheyyuntavar undo..?,Neutral
1034, Njangada nattila shooting cheythe Prithviraj vere level,Positive
1035, Ei padamonnu erangikkottay athenu mumbay ningalu thallallay,Negative
1036, Last aa adi... Ammo onnim parayaanilla,Positive
1037, Trailer 50 thavanayil kooduthal kandavar ivide like,Neutral
1038, Ente entra Kali kandittullavananu nii,Neutral
1039, Looks totally hopeless....Oru Kannan thamarakulam level padam aakumnnu thonninu...,Negative
1040, dislike adichavanokkkae onnu poi potty karanjukoodae...,Negative
1041, Super waiting Ikka fans like idh Madhura Raja daaaa,Positive
1042, Vere level love you laletta... 🤩,Positive
1043, Nangade ikka polikum,Positive
1044,Ambo kiduve.. Kola mass .. Raju etta ingalu Vere level ..,Positive
1045, Police ill minimum  hight elle  Aju oke police,Negative
1046, Music chila sthalangalil alambayi ....dialogue perfection kittunnilla,Negative
1047,Hang ayo youtube? Views no updating,Neutral
1048, chettan mass.. ithu oru malayalam kgf aakumo ennu oru doubt,Positive
1049, @1:26 voice over aaraanu ariyuo? Vivek Oberoi kku dub cheythirikkunna voice??,Neutral
1050, VAADA - idu mathi ivide like kondu nerayan.. L,Neutral
1051, Angine paranju paranju  trailer nalla YouTube chanalil thank irakki 🤩🤩 athinu irikkatte or kuthirappavan,Positive
1052,Omg 5 Million sure anu,Positive
1053, Trailer kandukondirikkumbum mothhavum ottae chinthayae ullaayirunn ethil ikka illallo ethaetho poorimon undaakkiya udaayippu trailer aanaenn avaasanam ikka kandappozhaa samaadhaanamaayath,Negative
1054,Enthu kandita dislike adikune Mamooka fans. Mohanlal haters step back Lucifer is comeing,Negative
1055, ethanoo trailer kandapalla enta ammoo bhodam poyi padam moonjiyaa,Negative
1056,Adipoli ikka... Kolakolliaittam nnparanjappo ethrapradeekshichilla sooooper,Positive
1057, Ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr,Negative
1058, Rahumanaaa ne polikkadaaa... My dear class mate🥰,Positive
1059,Padam kand shesham trailer kanan vanavar undegil like adi,Neutral
1060, Sunny Chechi en Kanan matharam trailer kandavar like aadikeee.,Neutral
1061, E movie full kittaan valla vaziyum ndo...,Neutral
1062, Ittymaani trailer kalakki polichu thimirthu ee onam nammal ingedukkuvaa,Positive
1063, Laalappaa ikkayod muttaan nikkandaa.RAAJAyum pillerum strongaa TRIPPLE STRONG.Laalappan koottiyaal koodoolaa.,Negative
1064, Mammukka ithil polikm enu oru katta ettan fan,Positive
1065, Ee aduthu Kanda ettavum MIKACHA trailer ithinu dislike adichavar mandanmaarairikkam,Positive
1066, njaan ippo oru  83 thavana kandu,Positive
1067, Suraj ettan vere level...  1:01  Soubin ikka pwolikkum 0:33,Positive
1068, ഇത് ഒരു realistic movie ayirikkum annu urappullavar like,Neutral
1069, Moopar ottakka vannad... ottak thanne kond povum.... Raja,Positive
1070, Appo 21 kanum   Uff poli item,Positive
1071,TRAILER KAANAN VANNA IKKA FANS LIKE,Neutral
1072, Waiting .. Katta waiting.... Mammooka love you  Ikka istham,Positive
1073, Annan fans plz support us,Neutral
1074, 4 million aayonn nokkan vannavar like adikk,Neutral
1075,ഇജ്ജാതി BGM..  Power Full Mass Entertainer Loading......,Positive
1076, Mass movie. Madurai rajja odikko,Positive
1077, trailer kidukki look at the likes,Positive
1078, Zayed masood und enn arinj trailer kanan vannavar like cheyyuvo,Neutral
1079, Ikkaa Fans like...here... And plz watch and share...   Trailer views  record namuku pidikanam,Neutral
1080, 10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam,Positive
1081, Malayala cinemayude khathi kadalinumappuram ethicha punyam ..megastar mammookka,Positive
1082, Ethenna pottan kaliyo idhano big budget cenimede dialoge,Negative
1083, Valluvanaadi ne poole aavan Oru Range venamedaa,Positive
1084, Enada Oru English comment kuda kanom,Neutral
1085, Chunk alla chunk edippanu lalettan like addicho makale,Positive
1086, Dislike adikuna olikal ellam odd kadam vazhi,Negative
1087,Naal bangalikal randu sidl ninn Mann vAaari kadaliltta teeranthe ullu ninte jappan,Neutral
1088, Romanjification....!!!! Lalettan Masssssssss...!!!! Manju chechi Vere Level !!!,Positive
1089,Ende ponnooo hvy item love you mammukka,Positive
1090, Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu,Positive
1091,ikka thirichu vannu makkale <3 ini adiyude idiyude vedi pooram!!!!!,Positive
1092,Ithu kanda malayaly chunks udenkil ..........adi oru like,Neutral
1093, Jaikkanayi kacha kettiya erakkamm aann....   Kachakettiyirangia jaichee sheelamolluu.....,Neutral
1094, Adaaru item. Hooror movie feel. Haha. Jappaanee nee theernnadaaaa....  Petrol ozhichu kathikkum.  Poli Poli Poli.... 🤩🤩🤪🤪,Positive
1095, Oru marana mass chitramaavatte laleeta lucifer,Positive
1096,10M VIEW  AKKAN TRY CHEYYUNNAVAR LIKE ADI,Positive
1097, Katta lallettan fana..ennalum trailer Kollam variety ayitund.nice bgm....,Positive
1098, Telugu padathinte remake vallom aano ??,Neutral
1099, Pwoli trailer  BGM vere level  Ithokke kandal mathi ithil ninne manassilakkam box office poorakkadal akum,Positive
1100, Ini katta waiting   Lucifer releasing day   Ettante fans like adikkeda,Neutral
1101,Idhile dogs ne kaanaan mathramaayi vannavarundo,Neutral
1102, Dileepettan fans vaka best of luck,Positive
1103, malayathil ethu vare kandathil vech ettavumm bramandaa trailer  ikkaa hats off ...,Positive
1104, Lalettande Innathe level kande asooyade kuru pottiyavammarde 5.1K dislike,Negative
1105,Katta ikka fans adi makkale like,Neutral
1106, E jathi trailer pahaya nee sulaimanalla hanumana... hanuman,Neutral
1107,Mammuni fans dislike adich maduth kanumallo,Neutral
1108, massakkan  3.14 m venda 1.46 mathi love you raja,Positive
1109, Trailer veedum veedum kanunavare njn mathramoo??????,Positive
1110,Cheriya pulli alla avan padicha kalana...  Mass marana mass,Positive
1111, Aaaa mundum pookal shirtum vere arund ithra look,Positive
1112, 0:53 il prithirajije kandavar adi like,Neutral
1113, Ettanta aniyanmarude vaka all the best ... ikka oru rakshayumilla,Positive
1114, you tube ipolum hang anelo 🤔🤔🤔🤔🤔🤔 nale sheriakum,Neutral
1115, Madhura Raja vs Lucifer ...Athayath  Mammokka Vs Lalettan...Aaru Jaikum...Njan Lalettan Side!!,Neutral
1116, Kujaali Marakaar eghanaa shaheedhayad enn arrkenkhilum ariyoooooo,Neutral
1117, 5 million aya ennu nokkan vannvarundo,Neutral
1118, release date maatiyowaiting  ikka ishtam,Neutral
1119, Dislikes illathe ituvare onnum hit aayittilla,Neutral
1120, Ith polikkum kanditt oru atom bombin vakayundd,Negative
1121, Trending list le polum ella ....,Negative
1122, Madhuraraaja trailer kandu evide vannavar like🥰🥰🥰🥰,Neutral
1123, Tovino nte speech uff vere level mass,Positive
1124, ഇതിന്റെ background music kittan valla vazhiyum undo. Kidilan,Positive
1125, Trailer il thanne full story undallo! Padam kidilan aakatte🤓,Positive
1126, Kgf movie kanda pola oru feel..... Endhayalum laleta kalakki,Positive
1127,Kumbalangi nights kazhinj oru vivaravum illayrnappo vishamam thonni ..ippo ashwasamayi baby molee,Positive
1128, Pritivraj army kannan vannnavar adi like,Neutral
1129, Eeswaraa mammoty um prithviyum classmates aitano,Neutral
1130, Avan varum samharathinte avatharamaye avan varum,Neutral
1131,YouTube logic 66k likes + 6.3k dislikes = 16k views.. myr,Negative
1132,Happy big day ഇക്കാ  Love you.....,Positive
1133, Mammukka yude unda kaaanan wait cheyunnavar like adikku,Neutral
1134, Last superman punch pwolich. Ejjathi item mamookka kidukki,Positive
1135, Cinema kandittu trailer kanan vannavar adi like,Neutral
1136, Polichu trailer mass padam marana mass aarikkum urapp,Positive
1137,1:42 to 1:45 oru lalettan look,Neutral
1138, Aare parayipikkaan aanaavo unlike cheyunne for the unlikes inte vaayeku adi makkale like.....,Negative
1139,തലൈവാ ...🤩🤩  #Raja.. maduraraja..  20 Mins To Go !!! 🤩  ```Get Ready Megastar Fans```,Positive
1140, Pwliii...mass ith pwlikkum raja ennum raja thaaan..,Positive
1141, CHANDU vine orma vannavar ivde common,Neutral
1142, Bgm + ettan + dialogues + fight  = romanijification,Positive
1143, Ithu oru poli polikum മാസ്സ് item,Positive
1144,Ejjathi Padam Innanu Kandathu Lalettan Inglu vere level Anu Ee Age lum Ithrem Meyvazhakkam,Positive
1145, 100 kodi clubil kayariyathinu shesham arokke vannu,Positive
1146, vishuvinu     padakkam kittathe  iriikayirunnu... ikkayudepadakkam vannappo santhoshaaayi,Negative
1147,13k dislike kodutha yethu mire** adaaa,Positive
1148, 2:18 to 2:20 mala kittan avane kondu nalla koozha chakka theetichal mathi. IDI movie,Neutral
1149,Madhuraraja pottum ennu orappula ettan fans ivide like adikee,Neutral
1150, Mammukka ishttam  padam pwlikkane .....!!!! Bzlee nammude mammukka pwlichu daa,Positive
1151, Ohoo mamooka powlikum ee jati tralier making kiduwee,Positive
1152, dislike adicha premukhan markku nanni . asooya,Negative
1153, Alinje polinja trailer.. odiyan aakumo ?? 🤓🤓,Negative
1154, Chechi kaanaan Vendi maatram keriyavar... Lyk adichit pokaan marakkalle.... Chechi ishtam,Positive
1155, Evide Lucifer  nte trailer rocord nte aduthu polum kandilla,Neutral
1156, Oru njettalum illa romanjavum illa ayye,Negative
1157, Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best,Positive
1158, laletta oru raksha illaa all over super annu.. thanks to prithvi,Positive
1159, ennum eppozhum...... ikka ore pole..... double strong,Positive
1160,Aiyee.. Trailer satyam paranjal Valya rasamonun illa and I'm a lal fan,Negative
1161, Eganegilum 12 aam thiyathi aaya mathiyaayirunnu katta waiting,Positive
1162, Ee padam kanditt avante Peru enda Enn manasilayittilla,Neutral
1163, Ith  arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.,Negative
1164, 10 nil kooduthal trailer kandhavar like adi,Neutral
1165, Vere level ..  cinema aakum. Ithu,Positive
1166, Ikka & ettan ipozum ettavum aniyanum ayita nn kanunne.. luciferum kidukki.. Ithum athupole polichadukkatte.. All th best ikka 🤗,Positive
1167, Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass,Positive
1168,Lokha cinimayude thara rajavu nammude lalettan...,Positive
1169, Face of Indian cinema ikka,Neutral
1170, Ethavana Oscar kittane Dyvame.... Mammookka... Athu kittum athinu time ayi,Positive
1171,Election time l kanan pattya film,Positive
1172,Mamangam film’il Mammootty’de character name enthannu ariyamo makkale ???  It’s Kunjali Marakar.,Neutral
1173, X mas en oru pooram aha,Positive
1174, Unda ennu peru ketapole kaliyakiyanmarodu onne parayanullu...ee padam pwolikum,Positive
1175, Kidivey ennu parayunnilla athilum valuthIkka prathekshakalkkappuram,Positive
1176, Police ne kuttam parayuna,Negative
1177,Oru doubt 11k views like 110k ?,Neutral
1178, Su sugunan su gu sugu su gu suu bug una,Neutral
1179, entta ponno vara level  katta waiting,Positive
1180, Maduraraja 4hrs 96likes & 9k comments....Lucifer 2hrs 189likes & 12k comments...ettanodum pillerodum muttan varrale...mohanlalwood,Negative
1181, Polichu,Positive
1182,Padam Hit aakum ennu urapullavar Adi,Neutral
1183,lucifer edited video kaanaan ente channel nokku,Neutral
1184, Puram thudangan eni minutugal mathram bhakki,Positive
1185, Rajuvetta ningal mass annu.  Ammoo enna oru feel.  Laletta,Positive
1186, Ith oru onnonnara film aanennu ente manass parayunnu,Positive
1187, adiyum bahalavumillathe swasthamayi kandirikkan pattunna oru nalla cinema,Positive
1188,nammal  triple strong alla    athukkum mele  lalettan da  ......................... <3<3<3<3,Positive
1189, Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...,Negative
1190, Theatoril climax maathram kaanichal mathiyallo eny... any ways good trailor,Positive
1191, 16 nilayil pottum.. serial pole undu trailer.. valla kizhangum parilkkaan poda kovala ...,Negative
1192, Camera chaithirikkunnathu nalla pakka pakka... Nalla dop.... Orupadishtay,Positive
1193, Muvattupuzha KL 17 machan maru Like,Neutral
1194,Tamil and Telugu padam pole aayalo... Don't kill malayalam movies reality,Negative
1195, All the best laletta ithrem naalum kaliyiakiya naavu kondu parayuva all the BEST,Positive
1196, Pearu nooki aaneallom ippol commentum idunna ...Ella idathu matham aakiyo?,Neutral
1197,Mammukkaa,Positive
1198, Pulimurugan fight feel cheythath enik mathram aaano,Neutral
1199, Katta waiting for mahuraja entry Like adikku makkalaee,Neutral
1200,sorry padam maari poyii ithu etho hollywood padam,Neutral
1201,Lalettan nu pakaram vekkaanaarumillaaa,Positive
1202,Ethil vann dislike adikkunna makalkku epo thane kuru potti thudangiyalo,Negative
1203,Ith pokkiri rajayude appanayitt varum enn thonnunnavar ivide like adi,Neutral
1204, @1:13- aa car’nu vare oru charivu kando...  ethu pakka lalettan padamane...,Positive
1205, Ijathi item  kandittey povu 🤘🤘,Positive
1206, Dislike adikan mtram Kure per nokiyiriunna polund,Negative
1207, Trailer kanditu mammooka veendum karayipikum ennu thonunu,Positive
1208,Lattettan $ mammoka ishtamullavar like cheyyu,Neutral
1209, Njan Lalettan fan aaanu. Athukondu thanne parayua. Comment adichu Nammal odiyan aaakinmattanda. Padam kudu aaavum. Coz this is mohanlal,Positive
1210, Mohanlal. THE GREATEST OF ALL GREATES.,Positive
1211, 50 il Kooduthal Kandavarkku Like adikkam,Neutral
1212, Telugu,Neutral
1213, Oru poli polikum 21n ......pooram kanan chry abhinaya ......ang por,Positive
1214, Dislike koranjallo...athum njgal mammooka fansinte auto disliker aanennu para..,Neutral
1215, 0:48 nammude Pubg SLR nu vendi oru like ADI🤗🤗,Neutral
1216, That “വാടാ “ vili   ettan,Neutral
1217, Oooohhhh oru rakshayum illaaaa... Pwolii poppwoliiii  Ingalaan thaaram,Positive
1218, YouTube hang aaayi 71k Like 16k Views,Neutral
1219, Karyangalkoru theerumanam aya sthithik cash kalayunnilla.. Odiyan,Neutral
1220, Sunny chachi ne kaanan trailer kandavar like adi,Neutral
1221, MEGASTAR  fans oru like adi,Neutral
1222, Pwolii trailer action okke pakka...  Ikka fans🤩,Positive
1223, Live nalathupoleee umbichuuu koray net kalanjuuui,Negative
1224, Trailer polichu.... Ee trailerilum valutaanu cinema urappu.... Kaanum ennu urappullavar like cheyyu....,Neutral
1225, Arum angna kuttam parayatha oru trailer Nice #MAMMOOTTY !,Positive
1226, Nammda akshay daavin oru like adi,Neutral
